SAMPLE_NO,STATION_NO,STN_NO_NM_LOC,Station Type,SAMPLE_DATETIME,SAMPLE_DATETIME,M_LATITUDE,LONGITUDE,M_LONGITUDE,Secchi Flag,secchi.m,Chloro Flag,chla.ug.L,TP Flag,TP.mg.L,Ammonia flag,Ammonia (NH3-N) mg/L,NO2NO3 flag,Nitrate+Nitrite (NO3+NO2 -N) mg/L,Nitrate flag,Nitrate (NO3 -N) mg/L,Nitrite flag,Nitrite (NO2 -N) mg/L,TKN flag,Total Kjeldahl Nitrogen (TKN)  mg/L,TN.mg.L,TP(mg/L),TN:TP,MC,1.0 m Water Temp DegC,Perimeter (km),Surface area (km2),Volume (million m3),Maximum depth (m),Mean depth (m),Drainage basin area (km2),mean annual inflow (million m3),< or > ,Water residence time (yrs),Watershed vs lake surface area ratio,Natural region,Sub-region,Physiographic Regions
06SWE08967               ,AB07CE0120,GREGOIRE LAKE - COMPOSITE (AB07CE0120),Lake,2006,20-Sep-06 07:56,56.444440,-111.097220,111.097220,,1.5,,7.33,,0.037,,,L,0.005,,,,,,0.57,0.575,,,0.07,11.35,30.45,25.80,100,7.2,3.9,232.00,27.3,,4,8.99,Boreal,Central Mixedwood,Saskatchewan Plains
07SWE10031               ,AB07CE0120,GREGOIRE LAKE - COMPOSITE (AB07CE0120),Lake,2007,27-Jun-07 16:24,56.444440,-111.097220,111.097220,,2,,8.24,,0.021,,,,,,,,,,,,,,0.07,,30.45,25.80,100,7.2,3.9,232.00,27.3,,4,8.99,Boreal,Central Mixedwood,Saskatchewan Plains
07SWE10035               ,AB07CE0120,GREGOIRE LAKE - COMPOSITE (AB07CE0120),Lake,2007,07-Aug-07 11:00,56.444440,-111.097220,111.097220,,1.5,,14.6,,0.036,,,,,,,,,,,,,,1.01,,30.45,25.80,100,7.2,3.9,232.00,27.3,,4,8.99,Boreal,Central Mixedwood,Saskatchewan Plains
07SWE10062               ,AB07CE0120,GREGOIRE LAKE - COMPOSITE (AB07CE0120),Lake,2007,27-Aug-07 10:00,56.444440,-111.097220,111.097220,,2,,19.7,,0.051,,,,,,,,,,,,,,0.07,,30.45,25.80,100,7.2,3.9,232.00,27.3,,4,8.99,Boreal,Central Mixedwood,Saskatchewan Plains
07SWE10072               ,AB07CE0120,GREGOIRE LAKE - COMPOSITE (AB07CE0120),Lake,2007,19-Sep-07 16:30,56.444440,-111.097220,111.097220,,2,,12,,0.034,,,,,,,,,,,,,,0.07,,30.45,25.80,100,7.2,3.9,232.00,27.3,,4,8.99,Boreal,Central Mixedwood,Saskatchewan Plains
08SWE08737               ,AB07CE0120,GREGOIRE LAKE - COMPOSITE (AB07CE0120),Lake,2008,18-Jun-08 08:25,56.444440,-111.097220,111.097220,,3.75,,5.9,,0.039,,0.023,L,0.005,,,,,,0.63,0.635,,,0.1,16.79,30.45,25.80,100,7.2,3.9,232.00,27.3,,4,8.99,Boreal,Central Mixedwood,Saskatchewan Plains
08SWE10290               ,AB07CE0120,GREGOIRE LAKE - COMPOSITE (AB07CE0120),Lake,2008,14-Jul-08 09:45,56.444440,-111.097220,111.097220,,1.75,,11.9,,0.04,,0.012,,0.013,,,,,,0.82,0.833,,,0.27,18.39,30.45,25.80,100,7.2,3.9,232.00,27.3,,4,8.99,Boreal,Central Mixedwood,Saskatchewan Plains
08SWE10328               ,AB07CE0120,GREGOIRE LAKE - COMPOSITE (AB07CE0120),Lake,2008,06-Aug-08 08:25,56.444440,-111.097220,111.097220,,1.25,,22.4,,0.044,,0.01,L,0.005,,,,,,0.76,0.765,,,0.07,18.35,30.45,25.80,100,7.2,3.9,232.00,27.3,,4,8.99,Boreal,Central Mixedwood,Saskatchewan Plains
08SWE10363               ,AB07CE0120,GREGOIRE LAKE - COMPOSITE (AB07CE0120),Lake,2008,04-Sep-08 10:00,56.444440,-111.097220,111.097220,,1.5,,26.1,,0.057,,0.017,L,0.005,,,,,,0.91,0.915,,,0.1,14.16,30.45,25.80,100,7.2,3.9,232.00,27.3,,4,8.99,Boreal,Central Mixedwood,Saskatchewan Plains
08SWE10402               ,AB07CE0120,GREGOIRE LAKE - COMPOSITE (AB07CE0120),Lake,2008,29-Sep-08 09:15,56.444440,-111.097220,111.097220,,2,,13.3,,0.057,,0.03,,0.006,,,,,,0.82,0.826,,,0.14,9.16,30.45,25.80,100,7.2,3.9,232.00,27.3,,4,8.99,Boreal,Central Mixedwood,Saskatchewan Plains
06SWE10315               ,AB05CC0600,GULL LAKE - COMPOSITE (AB05CC0600),Lake,2006,18-Jul-06 11:00,52.533330,-113.983330,113.983330,,1.75,,13.5,,0.048,,0.024,L,0.005,,,,,,1.72,1.725,,,0.09,20.37,52.90,80.60,437,8,5.4,206.00,14.3,>,100,2.56,Parkland,Central Parkland,Western Alberta Plains
06SWE01547               ,AB05CC0600,GULL LAKE - COMPOSITE (AB05CC0600),Lake,2006,26-Jul-06 12:00,52.533330,-113.983330,113.983330,,2,,6.98,,0.031,,0.013,L,0.006,L,0.006,L,0.002,,1.51,1.516,,,0.26,22.70,52.90,80.60,437,8,5.4,206.00,14.3,>,100,2.56,Parkland,Central Parkland,Western Alberta Plains
06SWE10654               ,AB05CC0600,GULL LAKE - COMPOSITE (AB05CC0600),Lake,2006,19-Aug-06 10:45,52.533330,-113.983330,113.983330,,1.75,,4.95,,0.037,,0.023,L,0.005,,,,,,1.66,1.665,,,0.13,18.75,52.90,80.60,437,8,5.4,206.00,14.3,>,100,2.56,Parkland,Central Parkland,Western Alberta Plains
06SWE10751               ,AB05CC0600,GULL LAKE - COMPOSITE (AB05CC0600),Lake,2006,02-Sep-06 12:00,52.533330,-113.983330,113.983330,,1.6,,6.91,,0.033,,0.045,L,0.005,,,,,,1.57,1.575,,,0.07,17.03,52.90,80.60,437,8,5.4,206.00,14.3,>,100,2.56,Parkland,Central Parkland,Western Alberta Plains
06SWE02189               ,AB05CC0600,GULL LAKE - COMPOSITE (AB05CC0600),Lake,2006,06-Sep-06 12:30,52.533330,-113.983330,113.983330,,2.25,,4.96,,0.03,,0.019,L,0.006,L,0.006,L,0.002,,1.46,1.466,,,0.27,17.99,52.90,80.60,437,8,5.4,206.00,14.3,>,100,2.56,Parkland,Central Parkland,Western Alberta Plains
06SWE02520               ,AB05CC0600,GULL LAKE - COMPOSITE (AB05CC0600),Lake,2006,27-Sep-06 11:00,52.533330,-113.983330,113.983330,,2,,9.96,,0.032,,0.021,L,0.006,L,0.006,L,0.002,,1.71,1.716,,,0.52,11.12,52.90,80.60,437,8,5.4,206.00,14.3,>,100,2.56,Parkland,Central Parkland,Western Alberta Plains
08SWE01684               ,AB05CC0600,GULL LAKE - COMPOSITE (AB05CC0600),Lake,2008,23-Jul-08 10:15,52.533330,-113.983330,113.983330,,1.7,,12.07,,0.054,,,L,0.006,L,0.006,L,0.002,,1.67,1.676,,,0.28,19.84,52.90,80.60,437,8,5.4,206.00,14.3,>,100,2.56,Parkland,Central Parkland,Western Alberta Plains
08SWE02133               ,AB05CC0600,GULL LAKE - COMPOSITE (AB05CC0600),Lake,2008,20-Aug-08 12:00,52.533330,-113.983330,113.983330,,2,,8.94,,0.044,,,L,0.006,L,0.006,L,0.002,,1.8,1.806,,,0.27,20.43,52.90,80.60,437,8,5.4,206.00,14.3,>,100,2.56,Parkland,Central Parkland,Western Alberta Plains
08SWE02605               ,AB05CC0600,GULL LAKE - COMPOSITE (AB05CC0600),Lake,2008,17-Sep-08 10:30,52.533330,-113.983330,113.983330,,2.3,,7.98,,0.042,,,L,0.006,L,0.006,L,0.002,,1.69,1.696,,,0.16,14.51,35.78,8.71,20.9,7.3,2.4,269.00,1.73,>,100,30.88,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE08169               ,AB05EB1220,HASTINGS LAKE - COMPOSITE (AB05EB1220),Lake,2008,21-Jun-08 09:42,53.425000,-112.900000,112.900000,,1,,18.4,,0.07,,0.07,L,0.005,,,,,,2.91,2.915,,,0.36,19.21,35.78,8.71,20.9,7.3,2.4,269.00,1.73,>,100,30.88,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE08297               ,AB05EB1220,HASTINGS LAKE - COMPOSITE (AB05EB1220),Lake,2008,16-Jul-08 09:57,53.425000,-112.900000,112.900000,,0.75,,30.2,,0.082,,0.027,,0.019,,,,,,3.7,3.719,,,0.27,18.71,35.78,8.71,20.9,7.3,2.4,269.00,1.73,>,100,30.88,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE08516               ,AB05EB1220,HASTINGS LAKE - COMPOSITE (AB05EB1220),Lake,2008,01-Sep-08 13:05,53.425000,-112.900000,112.900000,,0.9,,27.7,,0.07,,0.043,L,0.005,,,,,,3.7,3.705,,,0.13,15.66,35.78,8.71,20.9,7.3,2.4,269.00,1.73,>,100,30.88,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE11717               ,AB05EB1220,HASTINGS LAKE - COMPOSITE (AB05EB1220),Lake,2008,27-Sep-08 08:40,53.425000,-112.900000,112.900000,,0.75,,45.2,,0.088,,0.033,L,0.005,,,,,,4,4.005,,,0.1,10.84,35.78,8.71,20.9,7.3,2.4,269.00,1.73,>,100,30.88,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE08243               ,AB06AC0580,HILDA LAKE - COMPOSITE (AB06AC0580),Lake,2005,27-Jun-05 07:45,54.529720,-110.421390,110.421390,,2,,3.3,,0.02,,0.017,,0.017,,,L,0.001,,1.3,1.317,,,0.12,18.26,13.62,3.60,22.6,12,6.3,86.96,,,5.89,24.16,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08600               ,AB06AC0580,HILDA LAKE - COMPOSITE (AB06AC0580),Lake,2005,28-Jul-05 13:45,54.529720,-110.421390,110.421390,,3.2,,3.2,,0.019,,0.015,L,0.005,,,L,0.001,,1.24,1.245,,,0.12,18.79,13.62,3.60,22.6,12,6.3,86.96,,,5.89,24.16,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE09092               ,AB06AC0580,HILDA LAKE - COMPOSITE (AB06AC0580),Lake,2005,28-Aug-05 11:25,54.529720,-110.421390,110.421390,,2.9,,4.3,,0.016,,0.012,,0.011,,,L,0.001,,1.24,1.251,,,0.09,17.34,13.62,3.60,22.6,12,6.3,86.96,,,5.89,24.16,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE09243               ,AB06AC0580,HILDA LAKE - COMPOSITE (AB06AC0580),Lake,2005,11-Sep-05 07:00,54.529720,-110.421390,110.421390,,2.9,,5.7,,0.02,,0.023,,0.007,,,L,0.001,,1.3,1.307,,,0.13,15.51,13.62,3.60,22.6,12,6.3,86.96,,,5.89,24.16,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08256               ,AB06AC0580,HILDA LAKE - COMPOSITE (AB06AC0580),Lake,2006,15-Jul-06 05:30,54.529720,-110.421390,110.421390,,3,,2.94,,0.021,,0.02,,0.014,,,,,,1.3,1.314,,,0.08,21.00,13.62,3.60,22.6,12,6.3,86.96,,,5.89,24.16,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08496               ,AB06AC0580,HILDA LAKE - COMPOSITE (AB06AC0580),Lake,2006,01-Aug-06 09:27,54.529720,-110.421390,110.421390,,2.5,,3.14,,0.022,,0.021,L,0.005,,,,,,1.39,1.395,,,0.11,20.83,13.62,3.60,22.6,12,6.3,86.96,,,5.89,24.16,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08685               ,AB06AC0580,HILDA LAKE - COMPOSITE (AB06AC0580),Lake,2006,21-Aug-06 07:35,54.529720,-110.421390,110.421390,,2.75,,2.69,,0.021,,0.016,L,0.005,,,,,,1.29,1.295,,,0.09,19.97,13.62,3.60,22.6,12,6.3,86.96,,,5.89,24.16,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08920               ,AB06AC0580,HILDA LAKE - COMPOSITE (AB06AC0580),Lake,2006,11-Sep-06 14:42,54.529720,-110.421390,110.421390,,2.5,,2.96,,0.019,,0.014,L,0.005,,,,,,1.29,1.295,,,0.07,18.62,13.62,3.60,22.6,12,6.3,86.96,,,5.89,24.16,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE08900               ,AB06AC0580,HILDA LAKE - COMPOSITE (AB06AC0580),Lake,2007,10-Jul-07 10:15,54.529720,-110.421390,110.421390,,2.25,,2.6,,0.032,,0.019,L,0.005,,,,,,1.35,1.355,,,0.07,21.02,13.62,3.60,22.6,12,6.3,86.96,,,5.89,24.16,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE09225               ,AB06AC0580,HILDA LAKE - COMPOSITE (AB06AC0580),Lake,2007,15-Aug-07 10:00,54.529720,-110.421390,110.421390,,2.5,,3.06,,0.017,,0.014,L,0.005,,,,,,1.25,1.255,,,0.30,18.42,13.62,3.60,22.6,12,6.3,86.96,,,5.89,24.16,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE09299               ,AB06AC0580,HILDA LAKE - COMPOSITE (AB06AC0580),Lake,2007,29-Aug-07 09:45,54.529720,-110.421390,110.421390,,2.25,,5.17,,0.021,,0.018,,,,,,,,1.28,,,,0.07,15.32,13.62,3.60,22.6,12,6.3,86.96,,,5.89,24.16,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE09774               ,AB06AC0580,HILDA LAKE - COMPOSITE (AB06AC0580),Lake,2007,20-Sep-07 10:00,54.529720,-110.421390,110.421390,,1.75,,4.4,,0.022,,0.02,L,0.005,,,,,,1.19,1.195,,,0.17,13.49,13.62,3.60,22.6,12,6.3,86.96,,,5.89,24.16,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08041               ,AB07BE0860,ISLAND LAKE - COMPOSITE (AB07BE0860),Lake,2005,09-Jun-05 09:10,54.833330,-113.516670,113.516670,,5.5,,2.2,,0.023,,0.051,,0.01,,,L,0.001,,1.23,1.24,,,0.07,19.84,38.24,7.81,29.2,18,3.7,63.20,2.96,,16,8.09,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08318               ,AB07BE0860,ISLAND LAKE - COMPOSITE (AB07BE0860),Lake,2005,30-Jun-05 09:10,54.833330,-113.516670,113.516670,,3.7,,4.5,,0.02,,0.014,L,0.005,,,L,0.001,,1.22,1.225,,,0.07,18.42,38.24,7.81,29.2,18,3.7,63.20,2.96,,16,8.09,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08548               ,AB07BE0860,ISLAND LAKE - COMPOSITE (AB07BE0860),Lake,2005,21-Jul-05 09:05,54.833330,-113.516670,113.516670,,2.9,,6.5,,0.027,,0.009,L,0.005,,,L,0.001,,1.26,1.265,,,0.08,19.37,38.24,7.81,29.2,18,3.7,63.20,2.96,,16,8.09,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08865               ,AB07BE0860,ISLAND LAKE - COMPOSITE (AB07BE0860),Lake,2005,13-Aug-05 09:00,54.833330,-113.516670,113.516670,,2,,11.1,,0.03,,0.011,L,0.005,,,L,0.001,,1.3,1.305,,,0.07,18.08,38.24,7.81,29.2,18,3.7,63.20,2.96,,16,8.09,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE09162               ,AB07BE0860,ISLAND LAKE - COMPOSITE (AB07BE0860),Lake,2005,30-Aug-05 13:00,54.833330,-113.516670,113.516670,,2,,10.3,,0.064,,0.02,,0.006,,,L,0.001,,1.11,1.116,,,0.07,17.15,38.24,7.81,29.2,18,3.7,63.20,2.96,,16,8.09,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE09333               ,AB07BE0860,ISLAND LAKE - COMPOSITE (AB07BE0860),Lake,2005,22-Sep-05 10:30,54.833330,-113.516670,113.516670,,2.7,,15.6,,0.04,,0.075,,0.009,,,,0.003,,1.47,1.479,,,0.07,12.41,38.24,7.81,29.2,18,3.7,63.20,2.96,,16,8.09,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE01745               ,AB07BE0860,ISLAND LAKE - COMPOSITE (AB07BE0860),Lake,2006,14-Aug-06 11:00,54.833330,-113.516670,113.516670,,1.75,,10.3,,0.035,,,,0.006,,,,,,1.39,1.396,,,0.33,20.08,38.24,7.81,29.2,18,3.7,63.20,2.96,,16,8.09,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE02212               ,AB05DE0670,JACKFISH LAKE (NEAR CARVEL) - COMPOSITE (AB05DE0670),Lake,2007,16-Jul-07 10:15,53.479170,-114.255560,114.255560,,1.75,,7.15,,0.019,,0.022,L,0.006,L,0.006,L,0.002,,1.12,1.126,,,0.07,24.91,20.66,2.39,8.18,9,3.4,12.60,0.392,>,100,5.27,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE02629               ,AB05DE0670,JACKFISH LAKE (NEAR CARVEL) - COMPOSITE (AB05DE0670),Lake,2007,15-Aug-07 11:00,53.479170,-114.255560,114.255560,,1.9,,10.3,,0.023,,0.023,L,0.006,L,0.006,L,0.002,,1.01,1.016,,,0.44,17.88,20.66,2.39,8.18,9,3.4,12.60,0.392,>,100,5.27,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE03054               ,AB05DE0670,JACKFISH LAKE (NEAR CARVEL) - COMPOSITE (AB05DE0670),Lake,2007,18-Sep-07 10:45,53.479170,-114.255560,114.255560,,1.75,,20,,0.025,,0.018,L,0.006,L,0.006,L,0.002,,1.35,1.356,,,1.10,14.81,20.66,2.39,8.18,9,3.4,12.60,0.392,>,100,5.27,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE02193               ,AB07AC0100,JARVIS LAKE - COMPOSITE (AB07AC0100),Lake,2005,12-Aug-05 20:00,53.483330,-117.800000,117.800000,,5.5,,1.5,,0.0076,,,,,,,,,,,,,,0.07,,15.36,1.45,11.9,25,,70.20,,,1.5,48.41,Foothills,Lower Foothills,Southern Alberta Uplands
06SWE10427               ,AB07AC0100,JARVIS LAKE - COMPOSITE (AB07AC0100),Lake,2006,24-Jul-06 10:30,53.483330,-117.800000,117.800000,,8,,1.42,,0.014,,,L,0.005,,,,,,0.25,0.255,,,0.07,21.60,15.36,1.45,11.9,25,,70.20,,,1.5,48.41,Foothills,Lower Foothills,Southern Alberta Uplands
06SWE10577               ,AB07AC0100,JARVIS LAKE - COMPOSITE (AB07AC0100),Lake,2006,14-Aug-06 12:00,53.483330,-117.800000,117.800000,,6,,1.39,,0.023,,,L,0.005,,,,,,0.31,0.315,,,0.07,,15.36,1.45,11.9,25,,70.20,,,1.5,48.41,Foothills,Lower Foothills,Southern Alberta Uplands
06SWE10755               ,AB07AC0100,JARVIS LAKE - COMPOSITE (AB07AC0100),Lake,2006,04-Sep-06 10:45,53.483330,-117.800000,117.800000,,5.5,,1.62,,0.008,,,L,0.005,,,,,,0.23,0.235,,,0.07,16.48,15.36,1.45,11.9,25,,70.20,,,1.5,48.41,Foothills,Lower Foothills,Southern Alberta Uplands
06SWE11127               ,AB07AC0100,JARVIS LAKE - COMPOSITE (AB07AC0100),Lake,2006,27-Sep-06 11:45,53.483330,-117.800000,117.800000,,5.8,,1.61,,0.011,,,L,0.005,,,,,,0.25,0.255,,,0.12,11.34,15.36,1.45,11.9,25,,70.20,,,1.5,48.41,Foothills,Lower Foothills,Southern Alberta Uplands
07SWE02314               ,AB07AC0100,JARVIS LAKE - COMPOSITE (AB07AC0100),Lake,2007,17-Jul-07 14:08,53.483330,-117.800000,117.800000,,6.25,,1.01,,0.013,,,,,,,,,,,,,,0.07,,15.36,1.45,11.9,25,,70.20,,,1.5,48.41,Foothills,Lower Foothills,Southern Alberta Uplands
07SWE02597               ,AB07AC0100,JARVIS LAKE - COMPOSITE (AB07AC0100),Lake,2007,09-Aug-07 16:25,53.483330,-117.800000,117.800000,,5.5,,1.45,,0.011,,,,,,,,,,,,,,1.41,,15.36,1.45,11.9,25,,70.20,,,1.5,48.41,Foothills,Lower Foothills,Southern Alberta Uplands
07SWE10066               ,AB07AC0100,JARVIS LAKE - COMPOSITE (AB07AC0100),Lake,2007,30-Aug-07 11:00,53.483330,-117.800000,117.800000,,6.75,,1.12,,0.012,,,,,,,,,,,,,,0.07,,15.36,1.45,11.9,25,,70.20,,,1.5,48.41,Foothills,Lower Foothills,Southern Alberta Uplands
08SWE08022               ,AB07AC0100,JARVIS LAKE - COMPOSITE (AB07AC0100),Lake,2008,09-Jun-08 09:20,53.483330,-117.800000,117.800000,,5,,1.86,,0.018,,0.007,,0.01,,,,,,0.33,0.34,,,0.09,12.9,15.36,1.45,11.9,25,,70.20,,,1.5,48.41,Foothills,Lower Foothills,Southern Alberta Uplands
08SWE09582               ,AB07AC0100,JARVIS LAKE - COMPOSITE (AB07AC0100),Lake,2008,07-Jul-08 09:46,53.483330,-117.800000,117.800000,,6.25,,1.92,,0.008,,0.003,L,0.005,,,,,,0.34,0.345,,,0.07,18.77,15.36,1.45,11.9,25,,70.20,,,1.5,48.41,Foothills,Lower Foothills,Southern Alberta Uplands
08SWE09704               ,AB07AC0100,JARVIS LAKE - COMPOSITE (AB07AC0100),Lake,2008,05-Aug-08 08:45,53.483330,-117.800000,117.800000,,7.25,,1.19,,0.008,,0.008,L,0.005,,,,,,0.28,0.285,,,0.07,16.7,15.36,1.45,11.9,25,,70.20,,,1.5,48.41,Foothills,Lower Foothills,Southern Alberta Uplands
08SWE09832               ,AB07AC0100,JARVIS LAKE - COMPOSITE (AB07AC0100),Lake,2008,25-Aug-08 08:40,53.483330,-117.800000,117.800000,,5,,1.42,,0.009,,0.009,,0.007,,,,,,0.3,0.307,,,0.07,17.31,15.36,1.45,11.9,25,,70.20,,,1.5,48.41,Foothills,Lower Foothills,Southern Alberta Uplands
08SWE09949               ,AB07AC0100,JARVIS LAKE - COMPOSITE (AB07AC0100),Lake,2008,16-Sep-08 09:40,53.483330,-117.800000,117.800000,,7,,0.71,,0.006,,0.007,L,0.005,,,,,,0.31,0.315,,,0.09,12.97,15.36,1.45,11.9,25,,70.20,,,1.5,48.41,Foothills,Lower Foothills,Southern Alberta Uplands
04SWE08916,AB06AC0301,KEHIWIN LAKE - COMPOSITE (AB06AC0301),Lake,2004,02-Sep-04  16:30,54.063890,-110.886110,110.886110,,2.25,,49.7,,0.139,,0.077,,0.056,,,,0.002,,1.48,1.536,0.139,11.05035971,541.38,16.11,24.88,6.22,,11.6,6.7,149.91,,,,24.10,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE08229               ,AB06AC0301,KEHIWIN LAKE - COMPOSITE (AB06AC0301),Lake,2005,25-Jun-05 18:30,54.063890,-110.886110,110.886110,,1.8,,22.3,,0.055,,0.015,,0.033,,,,0.004,,1.28,1.313,,,0.07,18.36,24.88,6.22,,11.6,6.7,149.91,,,,24.10,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE08502               ,AB06AC0301,KEHIWIN LAKE - COMPOSITE (AB06AC0301),Lake,2005,17-Jul-05 17:20,54.063890,-110.886110,110.886110,,1.8,,23.3,,0.079,,0.012,L,0.005,,,L,0.001,,1.25,1.255,,,0.73,20.25,24.88,6.22,,11.6,6.7,149.91,,,,24.10,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE09048               ,AB06AC0301,KEHIWIN LAKE - COMPOSITE (AB06AC0301),Lake,2005,21-Aug-05 16:45,54.063890,-110.886110,110.886110,,2.2,,73,,0.16,,0.019,,0.005,,,L,0.001,,1.63,1.635,,,0.07,17.00,24.88,6.22,,11.6,6.7,149.91,,,,24.10,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE08785               ,AB06AC0301,KEHIWIN LAKE - COMPOSITE (AB06AC0301),Lake,2007,30-Jun-07 16:15,54.063890,-110.886110,110.886110,,2,,11.7,,0.117,,0.05,,0.239,,,,,,1.12,1.359,,,0.16,18.35,24.88,6.22,,11.6,6.7,149.91,,,,24.10,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE09100               ,AB06AC0301,KEHIWIN LAKE - COMPOSITE (AB06AC0301),Lake,2007,18-Jul-07 16:00,54.063890,-110.886110,110.886110,,0.5,,96.9,,0.104,,0.03,L,0.005,,,,,,2.23,2.235,,,0.07,25.45,24.88,6.22,,11.6,6.7,149.91,,,,24.10,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE09426               ,AB06AC0301,KEHIWIN LAKE - COMPOSITE (AB06AC0301),Lake,2007,31-Aug-07 17:00,54.063890,-110.886110,110.886110,,1.25,,32,,0.276,,0.23,,,,,,,,2.13,,,,0.74,17.83,24.88,6.22,,11.6,6.7,149.91,,,,24.10,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE09837               ,AB06AC0301,KEHIWIN LAKE - COMPOSITE (AB06AC0301),Lake,2007,29-Sep-07 16:30,54.063890,-110.886110,110.886110,,0.8,,62.1,,0.186,,0.045,,0.059,,,,,,2.03,2.089,,,1.21,12.32,24.88,6.22,,11.6,6.7,149.91,,,,24.10,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE09087               ,AB06AC0301,KEHIWIN LAKE - COMPOSITE (AB06AC0301),Lake,2008,20-Jul-08 17:00,54.063890,-110.886110,110.886110,,1.25,,18.2,,0.08,,0.092,,0.018,,,,,,1.2,1.218,,,0.17,21.08,24.88,6.22,,11.6,6.7,149.91,,,,24.10,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE11185               ,AB06AC0301,KEHIWIN LAKE - COMPOSITE (AB06AC0301),Lake,2008,13-Aug-08 09:10,54.063890,-110.886110,110.886110,,3,,33.8,,0.182,,0.21,,0.016,,,,,,1.8,1.816,,,0.42,19.46,24.88,6.22,,11.6,6.7,149.91,,,,24.10,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE11397               ,AB06AC0301,KEHIWIN LAKE - COMPOSITE (AB06AC0301),Lake,2008,02-Sep-08 15:40,54.063890,-110.886110,110.886110,,4.5,,6.75,,0.225,,0.48,,0.022,,,,,,1.86,1.882,,,1.08,17.6,24.88,6.22,,11.6,6.7,149.91,,,,24.10,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE09115               ,AB06AC0301,KEHIWIN LAKE - COMPOSITE (AB06AC0301),Lake,2009,24-Jun-09 13:00,54.063890,-110.886110,110.886110,,1.25,,32.9,,0.086,,0.024,,0.005,,,,,,1.38,1.385,,,0.67,19.38,24.88,6.22,,11.6,6.7,149.91,,,,24.10,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE09383               ,AB06AC0301,KEHIWIN LAKE - COMPOSITE (AB06AC0301),Lake,2009,25-Jul-09 10:15,54.063890,-110.886110,110.886110,,1,,,,0.174,,0.023,,0.005,,,,,,2.22,2.225,,,1.93,23.82,24.88,6.22,,11.6,6.7,149.91,,,,24.10,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE09054               ,AB06AA1180,KINOSIU LAKE - COMPOSITE (AB06AA1180),Lake,2009,09-Jun-09 09:30,54.733610,-112.322780,112.322780,,1,,14,,0.071,,0.048,,0.005,,,,,,2.6,2.605,,,0.16,16.5,28.32,7.54,,,,,,,,,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE09312               ,AB06AA1180,KINOSIU LAKE - COMPOSITE (AB06AA1180),Lake,2009,15-Jul-09 16:00,54.733610,-112.322780,112.322780,,1,,13.5,,0.063,,0.028,,0.017,,,,,,2.76,2.777,,,0.87,20.65,28.32,7.54,,,,,,,,,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE09437               ,AB06AA1180,KINOSIU LAKE - COMPOSITE (AB06AA1180),Lake,2009,28-Jul-09 11:00,54.733610,-112.322780,112.322780,,0.75,,21.1,,0.078,,0.037,L,0.005,,,,,,3.22,3.225,,,0.6,22.75,28.32,7.54,,,,,,,,,Boreal,Dry Mixedwood,Eastern Alberta Plains
